Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,193.753,100.222,39,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,208.028,97.1,40,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,181.857,159.701,41,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,207.136,164.609,42,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,214.125,156.281,43,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,204.46,140.371,44,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,216.207,121.189,45,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,246.541,184.831,46,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,232.117,171.003,47,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,226.616,180.519,48,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,246.244,118.958,49,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,256.058,128.178,50,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,232.712,103.94,51,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,178.586,79.702,52,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,192.118,78.512,53,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,206.244,73.457,54,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,175.463,59.33,55,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,203.121,66.914,56,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,220.965,91.747,57,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,246.541,107.509,58,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,257.099,179.181,59,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,262.898,196.876,60,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,257.991,169.516,61,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,266.913,142.75,62,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,277.916,137.992,63,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,268.846,117.025,64,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,177.991,166.69,65,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,57.843,91.152,66,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,121.784,129.962,67,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,mechano,NA,148.698,139.33,68,yellow,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,154.794,77.472,1,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,178.437,73.605,2,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,154.2,88.624,3,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,NA,214.274,132.044,4,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,248.623,145.427,5,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,252.489,155.538,6,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,252.935,142.453,7,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,245.798,133.679,8,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,237.024,126.096,9,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,223.493,115.538,10,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,218.586,107.955,11,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,216.653,82.676,12,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,242.972,98.289,13,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,233.307,86.393,14,pink,,,,,,,,,,,
bicelloynchaM f3_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F3,olfactory,trichoid,258.586,118.363,15,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,8.143,47.714,1,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,12.143,39.429,2,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,10.857,35.286,3,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,15.571,53.857,4,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,12.857,61,5,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,7,68.571,6,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,4.143,79,7,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,3.571,88.286,8,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,42.857,47.571,9,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,46.286,59.857,10,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,59.143,52.143,11,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,47.714,42.714,12,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,80.571,37.143,13,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,82.571,42.714,14,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,77,48.143,15,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,87.429,58.571,16,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,38.857,70.714,17,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,65.429,71,18,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,86.571,68.286,19,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,59.857,85.286,20,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,30.857,79.857,21,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,19.286,91.714,22,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,43.143,92,23,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,53.714,105,24,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,52.571,40.714,25,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,107.571,52.714,26,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,115.429,47.571,27,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,83,82.857,28,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,72.286,99.143,29,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,85,113.429,30,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,105.714,115.286,31,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,109.286,87,32,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,125,73.714,33,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,99,42.857,34,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,129.714,60.429,35,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,134.143,95.143,36,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,130.571,108.429,37,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,159.571,56.619,38,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,152.714,69.762,39,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,175,78.714,40,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,164.143,91.286,41,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,157.286,104.238,42,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,140.714,122.333,43,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,115.19,129.952,44,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,155.571,145,45,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,163.19,135.857,46,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,171.381,120.238,47,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,168.905,49.952,48,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,189.476,54.714,49,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,187.571,62.524,50,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,201.286,72.048,51,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,195.19,93.19,52,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,190.048,102.714,53,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,195.571,117.381,54,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,193.476,139.952,55,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,233.667,71.19,56,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,230.81,78.81,57,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,222.81,91.952,58,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,220.905,120.429,59,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,239.762,141.19,60,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,247,101.762,61,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,261.857,122.905,62,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,258.619,137.19,63,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,270.429,110.714,64,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,265.095,101.571,65,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,220.524,129.857,66,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,258.048,153.857,67,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,mechano,NA,188.143,151.667,68,yellow,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,NA,105.143,97.429,1,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,NA,119.571,100.714,2,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,109.571,76.81,3,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,118.905,64.81,4,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,137.381,53.952,5,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,147.476,136.048,6,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,173.952,67.667,7,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,180.619,73.952,8,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,185.952,85.571,9,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,197.571,79.095,10,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,195.095,129.19,11,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,215.571,67.476,12,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,212.143,83.667,13,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,215.381,100.048,14,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,214.619,110.333,15,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,217.095,137.952,16,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,216.333,147.095,17,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,243.19,128.619,18,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,243.571,118.714,19,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,242.81,109.762,20,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,240.905,86.143,21,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,249.095,85.571,22,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,257.476,114.143,23,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,258.619,110.143,24,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,261.286,91.667,25,pink,,,,,,,,,,,
bicelloynchaM f4_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F4,olfactory,trichoid,270.429,128.429,26,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,12.308,116.702,1,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,9.267,103.478,2,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,28.754,104.211,3,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,13.809,95.859,4,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,6.63,88.973,5,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,0.476,82.966,6,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,20.696,68.461,7,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,23.333,83.698,8,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,35.787,70.658,9,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,39.303,88.533,10,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,39.596,57.618,11,yellow,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,mechano,NA,41.208,61.574,12,yellow,,,,,,,,,,,
