Ellychnia corrusca (LACM Ent 574198),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
LACM Ent 574198,Ellychnia corrusca,e corrusca antennae.tif,antenna length,NA,NA,NA,3819.793,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,segment length,F1,NA,NA,427.346,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,sensillum length,F1,mechano,NA,66.748,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,sensillum length,F1,mechano,NA,65.107,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,sensillum length,F1,mechano,NA,57.946,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,sensillum length,F1,mechano,NA,65.146,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-lengths.tif,sensillum length,F1,mechano,NA,69.699,5,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum length,F1,olfactory,basiconica,6.569,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum length,F1,olfactory,basiconica,7.645,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum length,F1,olfactory,basiconica,7.606,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width prox,F1,mechano,NA,2.977,1A,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width med,F1,mechano,NA,2.439,1B,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width dis,F1,mechano,NA,0.888,1C,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width prox,F1,mechano,NA,3.507,2A,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width med,F1,mechano,NA,2.425,2B,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width dis,F1,mechano,NA,0.75,2C,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width prox,F1,mechano,NA,2.932,3A,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width med,F1,mechano,NA,2,3B,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths.tif,sensillum width dis,F1,mechano,NA,1.106,3C,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum width med,F1,olfactory,basiconica,2.213,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum width med,F1,olfactory,basiconica,2.457,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f1L-widths2.tif,sensillum width med,F1,olfactory,basiconica,2.667,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2.tif,segment length,F2,NA,NA,415.13,,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2L.tif,sensillum length,F2,mechano,NA,111.427,1,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2L.tif,sensillum length,F2,mechano,NA,63.27,2,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2L.tif,sensillum length,F2,mechano,NA,91.788,3,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2L.tif,sensillum length,F2,mechano,NA,66.528,4,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2L.tif,sensillum length,F2,mechano,NA,90.941,5,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum length,F2,olfactory,trichoid,12.881,1,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum length,F2,olfactory,basiconica,10.264,2,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum length,F2,olfactory,basiconica,11.442,3,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum length,F2,olfactory,trichoid,12.031,4,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum length,F2,olfactory,trichoid,16.162,5,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width prox,F2,mechano,NA,4.534,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width med,F2,mechano,NA,3.141,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width dis,F2,mechano,NA,1.699,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width prox,F2,mechano,NA,3.902,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width med,F2,mechano,NA,3.227,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width dis,F2,mechano,NA,2.206,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width prox,F2,mechano,NA,3.492,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width med,F2,mechano,NA,3.01,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f2W.tif,sensillum width dis,F2,mechano,NA,2.077,3,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum width med,F2,olfactory,trichoid,2.502,1D,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum width med,F2,olfactory,basiconica,2.583,2D,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum width med,F2,olfactory,basiconica,2.091,3D,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum width med,F2,olfactory,trichoid,2.395,4D,
LACM Ent 574198,Ellychnia corrusca,ecorrusca f2l-lengths.tif,sensillum width med,F2,olfactory,trichoid,2.456,5D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3.tif,segment length,F3,NA,NA,372.461,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3L.tif,sensillum length,F3,mechano,NA,87.721,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3L.tif,sensillum length,F3,mechano,NA,67.258,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3L.tif,sensillum length,F3,mechano,NA,63.986,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3L.tif,sensillum length,F3,mechano,NA,59.837,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3L.tif,sensillum length,F3,mechano,NA,66.778,5,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum length,F3,olfactory,trichoid,11.713,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum length,F3,olfactory,trichoid,10.61,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum length,F3,olfactory,trichoid,12.048,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum length,F3,olfactory,trichoid,10.891,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum length,F3,olfactory,trichoid,10.385,5,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width prox,F3,mechano,NA,5.239,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width med,F3,mechano,NA,4.16,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width dis,F3,mechano,NA,2,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width prox,F3,mechano,NA,4.442,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width med,F3,mechano,NA,3.267,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width dis,F3,mechano,NA,1.323,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width prox,F3,mechano,NA,3.891,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width med,F3,mechano,NA,2.609,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width dis,F3,mechano,NA,1.441,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width prox,F3,mechano,NA,4.883,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width med,F3,mechano,NA,2.878,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3W.tif,sensillum width dis,F3,mechano,NA,1.68,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum width med,F3,olfactory,trichoid,2.084,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum width med,F3,olfactory,trichoid,2.188,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f3l-1.tif,sensillum width med,F3,olfactory,trichoid,2.469,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,segment length,F4,NA,NA,403.718,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,mechano,NA,59.46,1 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,mechano,NA,74.106,2 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,mechano,NA,69.122,3 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,mechano,NA,61.025,4 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,mechano,NA,57.823,5 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,olfactory,trichoid,9.336,1 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,olfactory,trichoid,9.604,2 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,olfactory,trichoid,10.426,3 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,olfactory,trichoid,10.708,4 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum length,F4,olfactory,trichoid,10.837,5 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width prox,F4,mechano,NA,3.574,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width med,F4,mechano,NA,2.563,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width dis,F4,mechano,NA,0.939,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width prox,F4,mechano,NA,3.603,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width med,F4,mechano,NA,2.738,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width dis,F4,mechano,NA,1.471,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width prox,F4,mechano,NA,4.175,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width med,F4,mechano,NA,2.416,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4w.tif,sensillum width dis,F4,mechano,NA,0.913,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum width med,F4,olfactory,trichoid,2.517,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum width med,F4,olfactory,trichoid,2.054,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum width med,F4,olfactory,trichoid,2.729,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum width med,F4,olfactory,trichoid,2.588,4D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f4L.tif,sensillum width med,F4,olfactory,trichoid,2.559,5D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5.tif,segment length,F5,NA,NA,399.886,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5L.tif,sensillum length,F5,mechano,NA,56.786,1 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5L.tif,sensillum length,F5,mechano,NA,73.252,2 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5L.tif,sensillum length,F5,mechano,NA,60.777,3 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5L.tif,sensillum length,F5,mechano,NA,51.232,4 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5L.tif,sensillum length,F5,mechano,NA,58.68,5 (orange),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum length,F5,olfactory,basiconica,7.295,1 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum length,F5,olfactory,trichoid,9.655,2 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum length,F5,olfactory,trichoid,8.518,3 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum length,F5,olfactory,trichoid,11.412,4 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum length,F5,olfactory,trichoid,7.852,5 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width prox,F5,mechano,NA,3.576,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,mechano,NA,1.88,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width dis,F5,mechano,NA,0.845,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width prox,F5,mechano,NA,4.467,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,mechano,NA,2.57,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width dis,F5,mechano,NA,1.261,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width prox,F5,mechano,NA,3.862,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,mechano,NA,2.531,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width dis,F5,mechano,NA,1.371,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,olfactory,basiconica,2.952,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,olfactory,trichoid,2.07,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,olfactory,trichoid,2.314,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,olfactory,trichoid,2.083,4D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f5W.tif ,sensillum width med,F5,olfactory,trichoid,2.304,5D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6.tif,segment length,F6,NA,NA,432.884,,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,mechano,NA,56.676,1 (orange),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,mechano,NA,54.875,2 (orange),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,mechano,NA,47.474,3 (orange),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,mechano,NA,45.499,4 (orange),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,mechano,NA,40.018,5 (orange),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,olfactory,trichoid,7.906,1 (pink),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,olfactory,NA,8.038,2 (pink),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,olfactory,basiconica,5.388,3 (pink),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,olfactory,trichoid,15.421,4 (pink),
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum length,F6,olfactory,basiconica,4.727,5 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width prox,F6,mechano,NA,4.632,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width med,F6,mechano,NA,2.623,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width dis,F6,mechano,NA,1.722,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width prox,F6,mechano,NA,5.672,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width med,F6,mechano,NA,2.91,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width dis,F6,mechano,NA,2.424,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width prox,F6,mechano,NA,5.038,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width med,F6,mechano,NA,2.906,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width dis,F6,mechano,NA,2.034,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width prox,F6,mechano,NA,3.708,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width med,F6,mechano,NA,2.764,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f6W.tif,sensillum width dis,F6,mechano,NA,2.34,4,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum width med,F6,olfactory,trichoid,2.333,1D,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum width med,F6,olfactory,NA,3.926,2D,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum width med,F6,olfactory,basiconica,2.232,3D,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum width med,F6,olfactory,trichoid,2.297,4D,
LACM Ent 574198,Ellychnia corrusca,e courrusca f6L.tif,sensillum width med,F6,olfactory,basiconica,1.913,5D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7.tif,segment length,F7,NA,NA,423.978,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,mechano,NA,45.987,1 (gray),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,mechano,NA,45.508,2 (gray),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,mechano,NA,50.502,3 (gray),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,mechano,NA,47.75,4 (gray),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,mechano,NA,47.041,5 (gray),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,olfactory,basiconica,8.344,1 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,olfactory,trichoid,16.198,2 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,olfactory,trichoid,12.266,3 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum length,F7,olfactory,basiconica,8.513,4 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width prox,F7,mechano,NA,5.216,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width med,F7,mechano,NA,2.83,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width dis,F7,mechano,NA,1.995,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width prox,F7,mechano,NA,4.935,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width med,F7,mechano,NA,2.656,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width dis,F7,mechano,NA,1.318,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width prox,F7,mechano,NA,4.648,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width med,F7,mechano,NA,2.714,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7w.tif,sensillum width dis,F7,mechano,NA,2.226,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum width med,F7,olfactory,basiconica,4.219,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum width med,F7,olfactory,trichoid,1.941,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum width med,F7,olfactory,trichoid,2.161,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f7L.tif,sensillum width med,F7,olfactory,basiconica,3.761,4D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8.tif,segment length,F8,NA,NA,439.572,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,64.114,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,54.687,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,59.19,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,65.776,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,55.008,5,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8L.tif,sensillum length,F8,mechano,NA,3.15,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width med,F8,mechano,NA,1.969,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width dis,F8,mechano,NA,1.047,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width prox,F8,mechano,NA,3.436,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width med,F8,mechano,NA,2.211,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width dis,F8,mechano,NA,1.123,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width prox,F8,mechano,NA,2.989,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width med,F8,mechano,NA,1.428,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f8w.tif,sensillum width dis,F8,mechano,NA,0.747,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9.tif,segment length,F9,NA,NA,580.014,,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,mechano,NA,56.251,1 (green),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,mechano,NA,57.693,2 (green),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,mechano,NA,57.079,3 (green),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,mechano,NA,54.211,4 (green),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,mechano,NA,68.662,5 (green),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,olfactory,basiconica,6.864,1 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,olfactory,basiconica,7.527,2 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,olfactory,basiconica,9.221,3 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,olfactory,basiconica,7.151,4 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum length,F9,olfactory,trichoid,14.84,5 (pink),
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width prox,F9,mechano,NA,3.333,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width med,F9,mechano,NA,2.345,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width dis,F9,mechano,NA,1.199,1,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width prox,F9,mechano,NA,3.394,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width med,F9,mechano,NA,2.087,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width dis,F9,mechano,NA,1.054,2,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width prox,F9,mechano,NA,3.142,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width med,F9,mechano,NA,2.209,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width dis,F9,mechano,NA,1.098,3,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width prox,F9,mechano,NA,3.472,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width med,F9,mechano,NA,2.23,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9w.tif,sensillum width dis,F9,mechano,NA,1.416,4,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum width med,F9,olfactory,basiconica,2.376,1D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum width med,F9,olfactory,basiconica,2.694,2D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum width med,F9,olfactory,basiconica,2.612,3D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum width med,F9,olfactory,basiconica,2.52,4D,
LACM Ent 574198,Ellychnia corrusca,e corrusca f9L.tif,sensillum width med,F9,olfactory,trichoid,1.985,5D,
LACM Ent 574198,Ellychnia corrusca,NA,segment width,F1,NA,NA,NA,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f2_xy.tif,segment width,F2,NA,NA,247.6,NA,
LACM Ent 574198,Ellychnia corrusca,NA,segment width,F3,NA,NA,NA,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f4xy.tif,segment width,F4,NA,NA,229.1,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f5xy.tif,segment width,F5,NA,NA,236,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f6_xy.tif,segment width,F6,NA,NA,198.6,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f7_xy.tif,segment width,F7,NA,NA,187.8,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f8_xy.tif,segment width,F8,NA,NA,169.2,NA,
LACM Ent 574198,Ellychnia corrusca,e_corrusca_f9_xy.tif,segment width,F9,NA,NA,140.2,NA,