Luciodata punctata (LACM Ent 574191),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
LACM Ent 574191,Lucidota punctata,NA,antenna length,NA,NA,NA,NA,,
LACM Ent 574191,Lucidota punctata,l punctata f4.tif,segment length,F4,NA,NA,597.43,,
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,mechano,NA,72.193,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,mechano,NA,68.89,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,mechano,NA,69.357,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,mechano,NA,70.833,4 (green),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,mechano,NA,77.709,5 (green),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,olfactory,NA,10.778,1 (orange,
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,olfactory,NA,11.446,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,olfactory,NA,11.704,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,olfactory,NA,12.708,4 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4L.tif,sensillum length,F4,olfactory,NA,12.205,5 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width prox,F4,mechano,NA,3.153,1 A (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,mechano,NA,1.732,1 B (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width dis,F4,mechano,NA,1.052,1 C (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width prox,F4,mechano,NA,3.055,2 A (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,mechano,NA,2.039,2 B (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width dis,F4,mechano,NA,0.88,2 C (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width prox,F4,mechano,NA,3.016,3 A (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,mechano,NA,2.143,3 B (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width dis,F4,mechano,NA,0.824,3 C (green),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,olfactory,NA,8.329,1 B (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,olfactory,NA,8.262,2 B (orange),
LACM Ent 574191,Lucidota punctata,l punctata f4W.tif,sensillum width med,F4,olfactory,NA,8.768,3 B (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5.tif,segment length,F5,NA,NA,437.536,,
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,mechano,NA,81.286,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,mechano,NA,74.095,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,mechano,NA,73.792,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,mechano,NA,81.535,4 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,mechano,NA,57.319,5 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,olfactory,NA,12.655,1 (orange,
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,olfactory,NA,13.092,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,olfactory,NA,12.948,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,olfactory,NA,11.544,4 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5L.tif,sensillum length,F5,olfactory,NA,11.243,5 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width prox,F5,mechano,NA,3.456,1 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,mechano,NA,1.67,1 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width dis,F5,mechano,NA,0.862,1 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width prox,F5,mechano,NA,3.39,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,mechano,NA,2.334,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width dis,F5,mechano,NA,1.448,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width prox,F5,mechano,NA,3.634,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,mechano,NA,1.927,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width dis,F5,mechano,NA,1.019,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,olfactory,NA,6.79,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,olfactory,NA,7.802,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f5W.tif,sensillum width med,F5,olfactory,NA,8.55,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6.tif,segment length,F6,NA,NA,459.435,,
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,mechano,NA,64.876,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,mechano,NA,67.696,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,mechano,NA,60.031,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,mechano,NA,65.636,4 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,mechano,NA,72.024,5 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,olfactory,NA,11.267,1 (orange,
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,olfactory,NA,11.245,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,olfactory,NA,10.757,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,olfactory,NA,10.299,4 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6L.tif,sensillum length,F6,olfactory,NA,11.584,5 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width prox,F6,mechano,NA,3.732,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,mechano,NA,2.164,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width dis,F6,mechano,NA,0.908,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width prox,F6,mechano,NA,3.426,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,mechano,NA,1.903,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width dis,F6,mechano,NA,1.055,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width prox,F6,mechano,NA,3.8,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,mechano,NA,2.016,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width dis,F6,mechano,NA,1.236,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,olfactory,NA,7.842,1 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,olfactory,NA,8.084,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f6W.tif,sensillum width med,F6,olfactory,NA,8.996,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f7.tif,segment length,F7,NA,NA,547.916,,
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,mechano,NA,73.794,1 (green),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,mechano,NA,77.631,2 (green),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,mechano,NA,68.126,3 (green),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,mechano,NA,68.803,4 (green),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,mechano,NA,61.69,5 (green),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,olfactory,NA,11.942,1 (orange,
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,olfactory,NA,13.074,2 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,olfactory,NA,13.628,3 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,olfactory,NA,15.557,4 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f7L.tif,sensillum length,F7,olfactory,NA,13.167,5 (orange),
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.352,1A,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,mechano,NA,1.732,1B,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width dis,F7,mechano,NA,0.494,1C,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.646,2A,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,mechano,NA,2.301,2B,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width dis,F7,mechano,NA,0.547,2C,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.308,3A,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,mechano,NA,1.929,3B,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width dis,F7,mechano,NA,0.816,3C,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,olfactory,basiconica,8.237,1D,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,olfactory,basiconica,6.74,2D,
LACM Ent 574191,Lucidota punctata,l punctata f7W-widths.tif,sensillum width med,F7,olfactory,basiconica,7.806,3D,
LACM Ent 574191,Lucidota punctata,l punctata f8.tif,segment length,F8,NA,NA,517.547,,
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,mechano,NA,72.576,1 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,mechano,NA,58.314,2 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,mechano,NA,69.998,3 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,mechano,NA,66.821,4 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,mechano,NA,58.283,5 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,olfactory,trichoid,11.187,1 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,olfactory,trichoid,18.459,2 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,olfactory,basiconica,14.671,3 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,olfactory,trichoid,15.71,4 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f8L-lengths.tif,sensillum length,F8,olfactory,basiconica,14.858,5 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width prox,F8,mechano,NA,3.335,1A,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,mechano,NA,1.604,1B,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width dis,F8,mechano,NA,0.329,1C,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width prox,F8,mechano,NA,2.952,2A,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,mechano,NA,1.475,2B,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width dis,F8,mechano,NA,0.494,2C,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width prox,F8,mechano,NA,3.723,3A,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,mechano,NA,1.869,3B,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width dis,F8,mechano,NA,0.595,3C,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,olfactory,NA,9.033,1D,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,olfactory,NA,8.555,2D,
LACM Ent 574191,Lucidota punctata,l punctata f8W-widths.tif,sensillum width med,F8,olfactory,NA,9.383,3D,
LACM Ent 574191,Lucidota punctata,l punctata f9.tif,segment length,F9,NA,NA,762.648,,
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,mechano,NA,66.73,1 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,mechano,NA,65.998,2 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,mechano,NA,58.484,3 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,mechano,NA,65.325,4 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,mechano,NA,57.747,5 (yellow),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,olfactory,basiconica,14.193,1 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,olfactory,basiconica,11.662,2 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,olfactory,basiconica,12.367,3 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,olfactory,basiconica,12.675,4 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f9L.tif,sensillum length,F9,olfactory,basiconica,12.98,5 (pink),
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width prox,F9,mechano,NA,3.483,1A,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,mechano,NA,1.666,1B,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width dis,F9,mechano,NA,0.681,1C,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width prox,F9,mechano,NA,3.383,2A,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,mechano,NA,1.793,2B,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width dis,F9,mechano,NA,0.377,2C,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width prox,F9,mechano,NA,3.238,3A,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,mechano,NA,1.827,3B,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width dis,F9,mechano,NA,0.433,3C,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,olfactory,basiconica,7.163,1D,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,olfactory,basiconica,6.19,2D,
LACM Ent 574191,Lucidota punctata,l punctata f9W-widths.tif,sensillum width med,F9,olfactory,trichoid,1.914,3D,
LACM Ent 574191,Lucidota punctata,NA,segment width,F1,NA,NA,NA,NA,
LACM Ent 574191,Lucidota punctata,NA,segment width,F2,NA,NA,NA,NA,
LACM Ent 574191,Lucidota punctata,NA,segment width,F3,NA,NA,NA,NA,
LACM Ent 574191,Lucidota punctata,l_punctata_full1.tif,segment width,F4,NA,NA,304.634,NA,
LACM Ent 574191,Lucidota punctata,l_punctata_full1.tif,segment width,F5,NA,NA,309.792,NA,
LACM Ent 574191,Lucidota punctata,l_punctata_full1.tif,segment width,F6,NA,NA,313.539,NA,
LACM Ent 574191,Lucidota punctata,l_punctata_full1.tif,segment width,F7,NA,NA,282.426,NA,
LACM Ent 574191,Lucidota punctata,l_punctata_full1.tif,segment width,F8,NA,NA,234.197,NA,
LACM Ent 574191,Lucidota punctata,NA,segment width,F9,NA,NA,NA,NA,